build[champion]: 8000 new seeds
[build] 1950/8000 657s eta 34.0m (178/min) kept 1950 units={'parti': 1770, 'ulti': 482, '40_100': 68, 'betli': 49, 'durchmars': 54, '20_100': 26}
[build] 1975/8000 665s eta 33.8m (178/min) kept 1975 units={'parti': 1792, 'ulti': 484, '40_100': 70, 'betli': 49, 'durchmars': 55, '20_100': 27}
[build] 2000/8000 675s eta 33.7m (178/min) kept 2000 units={'parti': 1817, 'ulti': 487, '40_100': 70, 'betli': 49, 'durchmars': 55, '20_100': 27}
[build] 2025/8000 681s eta 33.5m (178/min) kept 2025 units={'parti': 1839, 'ulti': 491, '40_100': 70, 'betli': 50, 'durchmars': 57, '20_100': 27}
[build] 2050/8000 691s eta 33.4m (178/min) kept 2050 units={'parti': 1862, 'ulti': 498, '40_100': 71, 'betli': 50, 'durchmars': 57, '20_100': 28}
[build] 2075/8000 698s eta 33.2m (178/min) kept 2075 units={'parti': 1883, 'ulti': 502, '40_100': 71, 'betli': 52, 'durchmars': 58, '20_100': 29}
[build] 2100/8000 706s eta 33.1m (179/min) kept 2100 units={'parti': 1907, 'ulti': 509, '40_100': 72, 'betli': 52, 'durchmars': 59, '20_100': 29}
[build] 2125/8000 714s eta 32.9m (179/min) kept 2125 units={'parti': 1930, 'ulti': 515, '40_100': 73, 'betli': 52, 'durchmars': 59, '20_100': 30}
[build] 2150/8000 722s eta 32.8m (179/min) kept 2150 units={'parti': 1953, 'ulti': 520, '40_100': 74, 'betli': 52, 'durchmars': 60, '20_100': 30}
[build] 2175/8000 731s eta 32.6m (179/min) kept 2175 units={'parti': 1977, 'ulti': 527, '40_100': 75, 'betli': 52, 'durchmars': 60, '20_100': 30}
[build] 2200/8000 740s eta 32.5m (178/min) kept 2200 units={'parti': 2000, 'ulti': 536, '40_100': 77, 'betli': 52, 'durchmars': 60, '20_100': 30}
[build] 2225/8000 750s eta 32.4m (178/min) kept 2225 units={'parti': 2024, 'ulti': 544, '40_100': 77, 'betli': 52, 'durchmars': 61, '20_100': 30}
[build] 2250/8000 760s eta 32.3m (178/min) kept 2250 units={'parti': 2049, 'ulti': 546, '40_100': 77, 'betli': 52, 'durchmars': 61, '20_100': 30}
[build] 2275/8000 765s eta 32.1m (179/min) kept 2275 units={'parti': 2069, 'ulti': 551, '40_100': 79, 'betli': 53, 'durchmars': 62, '20_100': 31}
[build] 2300/8000 774s eta 31.9m (178/min) kept 2300 units={'parti': 2092, 'ulti': 552, '40_100': 80, 'betli': 54, 'durchmars': 63, '20_100': 31}
[build] 2325/8000 784s eta 31.9m (178/min) kept 2325 units={'parti': 2115, 'ulti': 553, '40_100': 80, 'betli': 54, 'durchmars': 65, '20_100': 31}
[build] 2350/8000 794s eta 31.8m (178/min) kept 2350 units={'parti': 2138, 'ulti': 561, '40_100': 80, 'betli': 54, 'durchmars': 67, '20_100': 31}
[build] 2375/8000 801s eta 31.6m (178/min) kept 2375 units={'parti': 2162, 'ulti': 567, '40_100': 80, 'betli': 54, 'durchmars': 67, '20_100': 32}
[build] 2400/8000 813s eta 31.6m (177/min) kept 2400 units={'parti': 2183, 'ulti': 574, '40_100': 83, 'betli': 55, 'durchmars': 67, '20_100': 32}
[build] 2425/8000 821s eta 31.5m (177/min) kept 2425 units={'parti': 2206, 'ulti': 577, '40_100': 84, 'betli': 55, 'durchmars': 67, '20_100': 33}
[build] 2450/8000 829s eta 31.3m (177/min) kept 2450 units={'parti': 2229, 'ulti': 583, '40_100': 85, 'betli': 55, 'durchmars': 69, '20_100': 33}
[build] 2475/8000 837s eta 31.1m (177/min) kept 2475 units={'parti': 2252, 'ulti': 589, '40_100': 85, 'betli': 56, 'durchmars': 70, '20_100': 34}
[build] 2500/8000 846s eta 31.0m (177/min) kept 2500 units={'parti': 2274, 'ulti': 590, '40_100': 88, 'betli': 56, 'durchmars': 71, '20_100': 34}
[build] 2525/8000 854s eta 30.9m (177/min) kept 2525 units={'parti': 2299, 'ulti': 594, '40_100': 88, 'betli': 56, 'durchmars': 71, '20_100': 34}
[build] 2550/8000 862s eta 30.7m (178/min) kept 2550 units={'parti': 2324, 'ulti': 596, '40_100': 88, 'betli': 56, 'durchmars': 71, '20_100': 34}
[build] 2575/8000 870s eta 30.5m (178/min) kept 2575 units={'parti': 2344, 'ulti': 602, '40_100': 91, 'betli': 57, 'durchmars': 73, '20_100': 34}
[build] 2600/8000 879s eta 30.4m (178/min) kept 2600 units={'parti': 2366, 'ulti': 607, '40_100': 93, 'betli': 57, 'durchmars': 74, '20_100': 34}
[build] 2625/8000 886s eta 30.2m (178/min) kept 2625 units={'parti': 2388, 'ulti': 613, '40_100': 94, 'betli': 58, 'durchmars': 75, '20_100': 34}
[build] 2650/8000 895s eta 30.1m (178/min) kept 2650 units={'parti': 2411, 'ulti': 619, '40_100': 95, 'betli': 58, 'durchmars': 76, '20_100': 34}
[build] 2675/8000 903s eta 30.0m (178/min) kept 2675 units={'parti': 2432, 'ulti': 624, '40_100': 98, 'betli': 59, 'durchmars': 76, '20_100': 34}
[build] 2700/8000 910s eta 29.8m (178/min) kept 2700 units={'parti': 2453, 'ulti': 635, '40_100': 100, 'betli': 60, 'durchmars': 77, '20_100': 35}
[build] 2725/8000 919s eta 29.6m (178/min) kept 2725 units={'parti': 2474, 'ulti': 647, '40_100': 103, 'betli': 60, 'durchmars': 79, '20_100': 36}
